,species,no rank,genus,subfamily,family,order,superkingdom,class,phylum
Rhizobium phage vB_RleM_P10VF,Rhizobium phage vB_RleM_P10VF,all,,,Myoviridae,Caudovirales,Vira,,
Ruegeria phage DSS3-P1,Roseophage DSS3-P1,all,,,Siphoviridae,Caudovirales,Vira,,
Staphylococcus phage P108,Staphylococcus virus P108,all,Kayvirus,Twortvirinae,Herelleviridae,Caudovirales,Vira,,
Bacillus phage Waukesha92,Bacillus phage Waukesha92,all,,,Siphoviridae,Caudovirales,Vira,,
Lactobacillus phage Ld3,Lactobacillus virus Ld3,all,C5likevirus,,Siphoviridae,Caudovirales,Vira,,
Lactobacillus phage Ld17,Lactobacillus virus Ld17,all,C5likevirus,,Siphoviridae,Caudovirales,Vira,,
Lactobacillus phage Ld25A,Lactobacillus virus Ld25A,all,C5likevirus,,Siphoviridae,Caudovirales,Vira,,
Bacillus phage Riley,Bacillus virus Riley,all,B4virus,Bastillevirinae,Herelleviridae,Caudovirales,Vira,,
Streptococcus phage IC1,Streptococcus phage IC1,all,,,Siphoviridae,Caudovirales,Vira,,
Streptococcus phage DCC1738,Streptococcus phage DCC1738,all,,,Siphoviridae,Caudovirales,Vira,,
Streptococcus phage K13,Streptococcus phage K13,all,,,Siphoviridae,Caudovirales,Vira,,
Enterococcus phage IME_EF3,Enterococcus virus EF3,all,Efquatrovirus,,Siphoviridae,Caudovirales,Vira,,
Bacillus phage CAM003,Bacillus virus CAM003,all,Bastillevirus,Bastillevirinae,Herelleviridae,Caudovirales,Vira,,
Bacillus phage Hakuna,Bacillus virus Hakuna,all,Wphvirus,Bastillevirinae,Herelleviridae,Caudovirales,Vira,,
Bacillus phage Megatron,Bacillus virus Megatron,all,Wphvirus,Bastillevirinae,Herelleviridae,Caudovirales,Vira,,
Bacillus phage Evoli,Bacillus virus Evoli,all,Bastillevirus,Bastillevirinae,Herelleviridae,Caudovirales,Vira,,
Bacillus phage Hoody T,Bacillus virus HoodyT,all,Bastillevirus,Bastillevirinae,Herelleviridae,Caudovirales,Vira,,
Escherichia phage vB_EcoS_FFH1,Escherichia virus FFH1,all,T5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Escherichia phage FFH2,Escherichia virus FFH2,all,V5virus,Vequintavirinae,Myoviridae,Caudovirales,Vira,,
Salmonella phage vB_SalM_SJ3,Salmonella virus SJ3,all,Cba120virus,Cvivirinae,Ackermannviridae,Caudovirales,Vira,,
Stenotrophomonas phage SMA7,Stenotrophomonas virus SMA7,all,,,Inoviridae,,Vira,,
Synechococcus phage ACG-2014c,Synechococcus phage ACG-2014c,all,,,Myoviridae,Caudovirales,Vira,,
Geobacillus phage GBK2,Geobacillus kaustophilus phage GBK2,all,,,Siphoviridae,Caudovirales,Vira,,
Vibrio phage SHOU24,Vibrio bacteriophage SHOU24,all,,,Siphoviridae,Caudovirales,Vira,,
Escherichia phage 4MG,Escherichia virus 4MG,all,Se1virus,Vequintavirinae,Myoviridae,Caudovirales,Vira,,
Staphylococcus phage YMC/09/04/R1988,Staphylococcus phage YMC/09/04/R1988,all,3alikevirus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage vB_MapS_FF47,Mycobacterium virus Ff47,all,Ff47virus,,Siphoviridae,Caudovirales,Vira,,
Stygiolobus rod-shaped virus,Stygiolobus rod-shaped virus,all,Rudivirus,,Rudiviridae,Ligamenvirales,Vira,,
Arthrobacter phage vB_ArS-ArV2,Arthrobacter phage vB_ArS-ArV2,all,,,Siphoviridae,Caudovirales,Vira,,
Halovirus VNH-1,Halovirus VNH-1,all,,,,,Vira,,
Ralstonia phage RSY1,Ralstonia phage RSY1,all,P2-like viruses,Peduovirinae,Myoviridae,Caudovirales,Vira,,
Microbacterium phage vB_MoxS-ISF9,Microbacterium phage vB_MoxS-ISF9,all,,,Siphoviridae,Caudovirales,Vira,,
Erwinia phage Ea35-70,Erwinia virus Ea35-70,all,Agrican357virus,,Myoviridae,Caudovirales,Vira,,
Pectobacterium phage PM1,Pectobacterium bacteriophage PM1,all,,,Myoviridae,Caudovirales,Vira,,
Bacillus phage BPS10C,Bacillus virus BPS10C,all,Wphvirus,Bastillevirinae,Herelleviridae,Caudovirales,Vira,,
Escherichia phage vB_EcoM_PhAPEC2,Escherichia virus PhAPEC2,all,Mosigvirus,Tevenvirinae,Myoviridae,Caudovirales,Vira,,
Escherichia phage vB_EcoS_AHP42,Escherichia virus AHP42,all,Rogue1virus,Tunavirinae,Siphoviridae,Caudovirales,Vira,,
Bacillus phage Bobb,Bacillus virus Bobb,all,Agatevirus,Bastillevirinae,Herelleviridae,Caudovirales,Vira,,
Vibrio phage ICP2_2013_A_Haiti,Vibrio phage ICP2_2013_A_Haiti,all,,,Podoviridae,Caudovirales,Vira,,
Escherichia phage vB_EcoP_PhAPEC7,Escherichia virus APEC7,all,G7cvirus,,Podoviridae,Caudovirales,Vira,,
Escherichia phage vB_EcoS_AKS96,Escherichia virus AKS96,all,Rogue1virus,Tunavirinae,Siphoviridae,Caudovirales,Vira,,
Listeria phage LMTA-148,Listeria virus LMTA148,all,P100virus,Jasinkavirinae,Herelleviridae,Caudovirales,Vira,,
Escherichia phage vB_EcoP_PhAPEC5,Escherichia virus APEC5,all,G7cvirus,,Podoviridae,Caudovirales,Vira,,
Acinetobacter phage YMC-13-01-C62,Acinetobacter virus AbC62,all,Ap22virus,,Myoviridae,Caudovirales,Vira,,
Escherichia phage vB_EcoS_AHS24,Escherichia virus AHS24,all,Rogue1virus,Tunavirinae,Siphoviridae,Caudovirales,Vira,,
Escherichia phage EK99P-1,Escherichia virus EK99P1,all,Dhillonvirus,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage MP48,Pseudomonas phage MP48,all,Casadabanvirus,,Siphoviridae,Caudovirales,Vira,,
Synechococcus phage ACG-2014h,Synechococcus phage ACG-2014h,all,,,Myoviridae,Caudovirales,Vira,,
Staphylococcus phage 6ec,Staphylococcus virus Sextaec,all,Sextaecvirus,,Siphoviridae,Caudovirales,Vira,,
Sulfitobacter phage phiCB2047-B,Sulfitobacter phage pCB2047-B,all,Baltimorevirus,,Podoviridae,Caudovirales,Vira,,
Citrobacter phage CR44b,Citrobacter phage CR44b,all,T7-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Listeria phage LP-110,Listeria virus LP110,all,Homburgvirus,,Siphoviridae,Caudovirales,Vira,,
Listeria phage LP-125,Listeria bacteriophage P100,all,P100virus,Jasinkavirinae,Herelleviridae,Caudovirales,Vira,,
Listeria phage LP-037,Listeria virus LP37,all,Homburgvirus,,Siphoviridae,Caudovirales,Vira,,
Listeria phage LP-030-2,Listeria virus LP302,all,Psavirus,,Siphoviridae,Caudovirales,Vira,,
Listeria phage LP-114,Listeria virus LP114,all,Homburgvirus,,Siphoviridae,Caudovirales,Vira,,
Listeria phage LP-101,Listeria phage LP-101,all,Psavirus,,Siphoviridae,Caudovirales,Vira,,
Listeria phage LP-030-3,Listeria phage LP-030-3,all,,,Siphoviridae,Caudovirales,Vira,,
Listeria phage LP-083-2,Listeria virus LP083-2,all,P100virus,Jasinkavirinae,Herelleviridae,Caudovirales,Vira,,
Listeria phage LP-026,Listeria virus LP26,all,Homburgvirus,,Siphoviridae,Caudovirales,Vira,,
Listeria phage LP-048,Listeria virus LP048,all,P100virus,Jasinkavirinae,Herelleviridae,Caudovirales,Vira,,
Mycobacterium phage Wanda,Mycobacteriophage Wanda,all,Omegalikevirus,,Siphoviridae,Caudovirales,Vira,,
Sulfitobacter phage pCB2047-A,Sulfitobacter phage pCB2047-A,all,,,Podoviridae,Caudovirales,Vira,,
Sulfitobacter phage pCB2047-C,Sulfitobacter phage pCB2047-C,all,,,Podoviridae,Caudovirales,Vira,,
Bacillus phage Slash,Bacillus virus Slash,all,Slashvirus,,Siphoviridae,Caudovirales,Vira,,
Salmonella phage Maynard,Salmonella virus Maynard,all,Vi1virus,,Myoviridae,Caudovirales,Vira,,
Clavibacter phage CN1A,Clavibacter virus CN1A,all,Cinunavirus,,Siphoviridae,Caudovirales,Vira,,
Acinetobacter phage Presley,Acinetobacter phage Presley,all,,,Podoviridae,Caudovirales,Vira,,
Acinetobacter phage Petty,Acinetobacter phage Petty,all,Fri1virus,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Staphylococcus phage StauST398-5,Staphylococcus phage StauST398-5,all,Phietalikevirus,,Siphoviridae,Caudovirales,Vira,,
Staphylococcus phage StauST398-4,Staphylococcus phage StauST398-4,all,77likevirus,,Siphoviridae,Caudovirales,Vira,,
Bacillus phage Page,Bacillus virus Page,all,Pagevirus,,Podoviridae,Caudovirales,Vira,,
Bacillus virus Blastoid,Bacillus phage Blastoid,all,Andromedalikevirus,,Siphoviridae,Caudovirales,Vira,,
Salmonella phage Marshall,Salmonella virus Marshall,all,Vi1virus,,Myoviridae,Caudovirales,Vira,,
Bacillus phage Grass,Bacillus virus Grass,all,Nit1virus,Bastillevirinae,Herelleviridae,Caudovirales,Vira,,
Bacillus phage Pony,Bacillus virus Pony,all,Pagevirus,,Podoviridae,Caudovirales,Vira,,
Bacillus phage BigBertha,Bacillus virus Bigbertha,all,B4virus,Bastillevirinae,Herelleviridae,Caudovirales,Vira,,
Bacillus phage Staley,Bacillus virus Staley,all,Slashvirus,,Siphoviridae,Caudovirales,Vira,,
Bacillus virus Glittering,Bacillus phage Glittering,all,Andromedalikevirus,,Siphoviridae,Caudovirales,Vira,,
Bacillus virus Riggi,Bacillus phage Riggi,all,Andromedalikevirus,,Siphoviridae,Caudovirales,Vira,,
Bacillus phage Spock,Bacillus virus Spock,all,B4virus,Bastillevirinae,Herelleviridae,Caudovirales,Vira,,
Bacillus phage CampHawk,Bacillus virus Camphawk,all,SPO1-like viruses,Spounavirinae,Herelleviridae,Caudovirales,Vira,,
Staphylococcus phage StauST398-1,Staphylococcus phage StauST398-1,all,Phietalikevirus,,Siphoviridae,Caudovirales,Vira,,
Caulobacter virus Swift,Caulobacter crescentus phage CcrSwift,all,Phicbklikevirus,,Siphoviridae,Caudovirales,Vira,,
Caulobacter virus Karma,Caulobacter crescentus phage CcrKarma,all,Phicbklikevirus,,Siphoviridae,Caudovirales,Vira,,
Caulobacter virus Rogue,Caulobacter crescentus phage CcrRogue,all,Phicbklikevirus,,Siphoviridae,Caudovirales,Vira,,
Caulobacter virus Magneto,Caulobacter crescentus phage CcrMagneto,all,Phicbklikevirus,,Siphoviridae,Caudovirales,Vira,,
Caulobacter phage CcrColossus,Caulobacter crescentus phage CcrColossus,all,,,Siphoviridae,Caudovirales,Vira,,
Caulobacter virus phiCbK,Caulobacter crescentus phage phiCbK,all,Phicbklikevirus,,Siphoviridae,Caudovirales,Vira,,
Citrobacter phage CR8,Citrobacter phage CR8,all,T7-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Sulfolobus turreted icosahedral virus 2,STIV2,all,Alphaturrivirus,,Turriviridae,,Vira,,
Staphylococcus phage DW2,Staphylococcus phage DW2,all,Phietalikevirus,,Siphoviridae,Caudovirales,Vira,,
Leuconostoc phage phiLN03,Leuconostoc virus LN03,all,Limdunavirus,Mccleskeyvirinae,Siphoviridae,Caudovirales,Vira,,
Leuconostoc phage phiLNTR2,Leuconostoc phage phiLNTR2,all,Una4virus,Mccleskeyvirinae,Siphoviridae,Caudovirales,Vira,,
Leuconostoc phage phiLN34,Leuconostoc virus LN34,all,Una4virus,Mccleskeyvirinae,Siphoviridae,Caudovirales,Vira,,
Leuconostoc phage phiLN25,Leuconostoc virus LN25,all,Una4virus,Mccleskeyvirinae,Siphoviridae,Caudovirales,Vira,,
Leuconostoc phage phiLN12,Leuconostoc virus LN12,all,Limdunavirus,Mccleskeyvirinae,Siphoviridae,Caudovirales,Vira,,
Leuconostoc phage phiLN6B,Leuconostoc virus LN6B,all,Limdunavirus,Mccleskeyvirinae,Siphoviridae,Caudovirales,Vira,,
Leuconostoc phage phiLNTR3,Leuconostoc virus LNTR3,all,Una4virus,Mccleskeyvirinae,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage vB_PaeS_SCH_Ab26,Pseudomonas virus Ab26,all,Septima3virus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Damien,Mycobacteriophage Damien,all,Barnyardlikevirus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Pinto,Mycobacteriophage Pinto,all,L5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Dinoroseobacter phage DFL12phi1,Dinoroseobacter virus DFL12,all,Baltimorevirus,,Podoviridae,Caudovirales,Vira,,
Mycobacterium phage OkiRoe,Mycobacteriophage OkiRoe,all,Timquatrovirus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Manad,Mycobacterium virus Manad,all,Pegunavirus,Bclasvirinae,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage phiPSA2,Pseudomonas phage phiPSA2,all,T7-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Cronobacter phage CR8,Cronobacter virus CR8,all,Certrevirus,Vequintavirinae,Myoviridae,Caudovirales,Vira,,
Pseudomonas phage phiPSA1,Pseudomonas phage phiPSA1,all,,,Siphoviridae,Caudovirales,Vira,,
Listeria phage List-36,Listeria virus List36,all,P100virus,Jasinkavirinae,Herelleviridae,Caudovirales,Vira,,
Listeria phage LMSP-25,Listeria virus LMSP25,all,P100virus,Jasinkavirinae,Herelleviridae,Caudovirales,Vira,,
Pseudomonas phage JD024,Pseudomonas aeruginosa phage JD024,all,Casadabanvirus,,Siphoviridae,Caudovirales,Vira,,
Vibrio phage CHOED,Vibrio phage CHOED,all,,,Podoviridae,Caudovirales,Vira,,
Staphylococcus virus K,Bacteriophage K,all,Kayvirus,Twortvirinae,Herelleviridae,Caudovirales,Vira,,
Mycobacterium phage Hosp,Mycobacterium phage Hosp,all,,Bclasvirinae,Siphoviridae,Caudovirales,Vira,,
Bacillus phage Bcp1,Bacillus virus Bcp1,all,Bc431virus,Bastillevirinae,Herelleviridae,Caudovirales,Vira,,
Mycobacterium phage Jolie2,Mycobacterium phage Jolie2,all,Halolikevirus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage 32HC,Mycobacterium virus 32HC,all,Trigintaduovirus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Jolie1,Mycobacterium phage Jolie1,all,,Bclasvirinae,Siphoviridae,Caudovirales,Vira,,
Edwardsiella phage PEi21,Edwardsiella virus PEi21,all,Msw3virus,,Myoviridae,Caudovirales,Vira,,
Pelagibacter phage HTVC008M,Candidatus Pelagibacter ubique HTCC1062 phage HTVC008M,all,,,Myoviridae,Caudovirales,Vira,,
Pelagibacter phage HTVC019P,Candidatus Pelagibacter ubique HTCC1062 phage HTVC019P,all,,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Pelagibacter phage HTVC011P,Candidatus Pelagibacter ubique HTCC1062 phage HTVC011P,all,,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Pelagibacter phage HTVC010P,Candidatus Pelagibacter ubique HTCC1062 phage HTVC010P,all,,,Podoviridae,Caudovirales,Vira,,
Nitrincola phage 1M3-16,Bacteriophage 1M3-16,all,,,,Caudovirales,Vira,,
Lactococcus phage P078,Lactococcus lactis phage P078,all,,,Siphoviridae,Caudovirales,Vira,,
Lactococcus phage P162,Lactococcus lactis phage P162,all,,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Hawkeye,Mycobacterium virus Hawkeye,all,Hawkeyevirus,Dclasvirinae,Siphoviridae,Caudovirales,Vira,,
Lactococcus phage P118,Lactococcus lactis phage P118,all,,,Siphoviridae,Caudovirales,Vira,,
Lactococcus phage P092,Lactococcus lactis phage P092,all,,,Siphoviridae,Caudovirales,Vira,,
Enterococcus phage VD13,Enterococcus virus VD13,all,Sap6likevirus,,Siphoviridae,Caudovirales,Vira,,
Escherichia phage e4/1c,Escherichia virus E41c,all,Rogue1virus,Tunavirinae,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage ZoeJ,Mycobacteriophage ZoeJ,all,Timquatrovirus,,Siphoviridae,Caudovirales,Vira,,
Clostridium phage CDMH1,Clostridium phage CDMH1,all,Cd119virus,,Myoviridae,Caudovirales,Vira,,
Mycobacterium phage Lamina13,Mycobacteriophage Lamina13,all,L5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage MosMoris,Mycobacterium virus Mosmoris,all,Marvinvirus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Seabiscuit,Mycobacteriophage Seabiscuit,all,L5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Bernal13,Mycobacterium virus Bernal13,all,Bernal13virus,,Siphoviridae,Caudovirales,Vira,,
Serratia phage PS2,Serratia phage PS2,all,,Tevenvirinae,Myoviridae,Caudovirales,Vira,,
Bacillus phage Troll,Bacillus virus Troll,all,B4virus,Bastillevirinae,Herelleviridae,Caudovirales,Vira,,
Klebsiella phage F19,Klebsiella virus F19,all,Drulisvirus,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Salmonella virus iEPS5,Salmonella enterica serovar Typhimurium Bacteriophage iEPS5,all,Chilikevirus,,Siphoviridae,Caudovirales,Vira,,
Synechococcus phage S-CAM8,Cyanophage S-CAM8,all,,,Myoviridae,Caudovirales,Vira,,
Pseudoalteromonas phage RIO-1,Pseudoalteromonas phage RIO-1,all,,,Podoviridae,Caudovirales,Vira,,
Synechococcus phage S-RIM2 R1_1999,Synechococcus phage S-RIM2 R1_1999,all,,,Myoviridae,Caudovirales,Vira,,
Cyanophage P-SSP2,Cyanophage P-SSP2,all,,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Pseudomonas phage vB_PaeP_Tr60_Ab31,Pseudomonas phage vB_PaeP_Tr60_Ab31,all,,,Podoviridae,Caudovirales,Vira,,
Mycobacterium phage SkiPole,Mycobacterium virus Skipole,all,L5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage BarrelRoll,Mycobacterium phage BarrelRoll,all,Timquatrovirus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium virus Gumbie,Mycobacteriophage GUmbie,all,Che8likevirus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage DS6A,Mycobacterium phage DS6A,all,,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Akoma,Mycobacteriophage Akoma,all,Pipefishvirus,Bclasvirinae,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Stinger,Mycobacterium virus Stinger,all,Coopervirus,Bclasvirinae,Siphoviridae,Caudovirales,Vira,,
Bacillus phage vB_BanS-Tsamsa,Bacillus phage vB_BanS-Tsamsa,all,,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Alsfro,Mycobacteriophage Alsfro,all,L5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Salmonella phage vB_SalM_SJ2,Salmonella virus SJ2,all,Vi1virus,,Myoviridae,Caudovirales,Vira,,
Mycobacterium phage Jabbawokkie,Mycobacterium phage Jabbawokkie,all,Che8likevirus,,Siphoviridae,Caudovirales,Vira,,
Flavobacterium phage 6H,Flavobacterium virus 6H,all,Unahavirus,,Siphoviridae,Caudovirales,Vira,,
Escherichia phage EB49,Escherichia virus Eb49,all,Rogue1virus,Tunavirinae,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage JacAttac,Mycobacterium virus Pg1,all,Pegunavirus,Bclasvirinae,Siphoviridae,Caudovirales,Vira,,
Mycobacterium virus Billknuckles,Mycobacteriophage BillKnuckles,all,L5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Thibault,Mycobacterium virus Thibault,all,Omegalikevirus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Pleione,Mycobacterium virus Bxz1,all,I3-like viruses,,Myoviridae,Caudovirales,Vira,,
Ralstonia phage RSB2,Ralstonia phage RSB2,all,,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Rhodococcus phage ReqiPepy6,Rhodococcus virus Pepy6,all,Pepy6virus,,Siphoviridae,Caudovirales,Vira,,
Psychrobacter phage Psymv2,Psychrobacter bacteriophage Psymv2,all,,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage MoMoMixon,Mycobacterium virus Bxz1,all,I3-like viruses,,Myoviridae,Caudovirales,Vira,,
Mycobacterium virus Rumpelstiltskin,Mycobacteriophage Rumpelstiltskin,all,Bronlikevirus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Redi,Mycobacterium virus Redi,all,Redivirus,Nclasvirinae,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Charlie,Mycobacterium virus Charlie,all,Charlielikevirus,Nclasvirinae,Siphoviridae,Caudovirales,Vira,,
Mycobacterium virus Deadp,Mycobacteriophage DeadP,all,Che8likevirus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium virus Euphoria,Mycobacteriophage Euphoria,all,L5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Nappy,Mycobacterium virus Nappy,all,I3-like viruses,,Myoviridae,Caudovirales,Vira,,
Mycobacterium virus Larva,Mycobacteriophage Larva,all,Timquatrovirus,,Siphoviridae,Caudovirales,Vira,,
Rhodococcus phage ReqiPine5,Rhodococcus equi phage ReqiPine5,all,,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium virus Drago,Mycobacteriophage Drago,all,Che8likevirus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium virus Perseus,Mycobacteriophage Perseus,all,L5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Bacillus virus G,Bacillus megaterium phage G,all,,,Myoviridae,Caudovirales,Vira,,
Pseudomonas phage phiPto-bp6g,Pseudomonas virus Ptobp6g,all,Chungbukvirus,,Siphoviridae,Caudovirales,Vira,,
Cronobacter phage CR9,Cronobacter virus CR9,all,Certrevirus,Vequintavirinae,Myoviridae,Caudovirales,Vira,,
Yersinia phage Yep-phi,Yersinia pestis phage Yep-phi,all,T7-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Mycobacterium phage LinStu,Mycobacterium virus Bxz1,all,I3-like viruses,,Myoviridae,Caudovirales,Vira,,
Mycobacterium virus Firecracker,Mycobacteriophage Firecracker,all,Corndoglikevirus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage RidgeCB,Mycobacterium virus Ridgecb,all,L5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Dreamboat,Mycobacteriophage Dreamboat,all,L5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Rhodococcus phage ReqiDocB7,Rhodococcus equi phage ReqiDocB7,all,,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium virus Liefie,Mycoabcteriophage Liefie,all,Halolikevirus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium virus Doom,Mycobacteriophage Doom,all,L5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Dori,Mycobacteriophage Dori,all,,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium virus Kugel,Mycobacteriophage Kugel,all,L5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium virus Acadian,Mycobacteriophage Acadian,all,Acadianvirus,Bclasvirinae,Siphoviridae,Caudovirales,Vira,,
Pseudomonas virus PA1KOR,Pseudomonas phage PA1/KOR/2010,all,Casadabanvirus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium virus SG4,Mycobacteriophage SG4,all,Che8likevirus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium virus Avani,Mycobacteriophage Avani,all,Che8likevirus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Dandelion,Mycobacterium virus Dandelion,all,I3-like viruses,,Myoviridae,Caudovirales,Vira,,
Mycobacterium phage Violet,Mycobacterium virus Violet,all,L5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Rhodococcus phage ReqiPoco6,Rhodococcus virus Poco6,all,Pepy6virus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium virus Courthouse,Mycobacteriophage Courthouse,all,Omegalikevirus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Lilac,Mycobacteriophage Lilac,all,Cjw1-like phages,,Siphoviridae,Caudovirales,Vira,,
Aeromonas phage PX29,Aeromonas phage PX29,all,,Tevenvirinae,Myoviridae,Caudovirales,Vira,,
Mycobacterium virus Bruns,Mycobacteriophage Bruns,all,L5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Gadjet,Mycobacterium virus Gadjet,all,Pipefishvirus,Bclasvirinae,Siphoviridae,Caudovirales,Vira,,
Staphylococcus phage GRCS,Staphylococcus phage GRCS,all,AHJD-like viruses,Nanovirinae,Podoviridae,Caudovirales,Vira,,
Lactococcus phage phiL47,L. lactis ssp. cremoris DPC6860 phage phiL47,all,,,Siphoviridae,Caudovirales,Vira,,
Lactobacillus phage PL-1,Bacteriophage PL-1,all,,,Siphoviridae,Caudovirales,Vira,,
Lactobacillus phage J-1,Lactobacillus phage J-1,all,,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage PaBG,Pseudomonas aeruginosa bacteriophage PaBG,all,,,Myoviridae,Caudovirales,Vira,,
Serratia phage Eta,Serratia marcescens bacteriophage Eta,all,,,Siphoviridae,Caudovirales,Vira,,
Vibrio phage PVA1,Vibrio phage PVA1,all,,,Podoviridae,Caudovirales,Vira,,
